video_name,subcategory,category,client_id,split,server_test,full_path,brightness_score,is_night,trigger_night,indoor_score,is_indoor,dominant_scene,trigger_indoor,max_persons,avg_persons,is_crowded,trigger_crowded
Abuse014_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse014_x264.mp4,112.1802201,FALSE,FALSE,0.030962855,FALSE,parking_lot,FALSE,1,0.3,FALSE,FALSE
Abuse040_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse040_x264.mp4,62.48853255,TRUE,TRUE,0.695350258,TRUE,living_room,TRUE,2,1,FALSE,FALSE
Abuse031_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse031_x264.mp4,80.0255013,FALSE,FALSE,0.310361999,FALSE,home_theater,FALSE,3,1.2,FALSE,FALSE
Abuse046_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse046_x264.mp4,102.3224336,FALSE,FALSE,0.33653361,FALSE,manufactured_home,FALSE,1,0.5,FALSE,FALSE
Abuse018_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse018_x264.mp4,83.49905599,FALSE,FALSE,0.394893168,FALSE,ice_skating_rink/indoor,FALSE,2,1.1,FALSE,FALSE
Abuse049_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse049_x264.mp4,78.20677865,TRUE,TRUE,0.448176721,FALSE,home_theater,FALSE,1,0.2,FALSE,FALSE
Abuse027_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse027_x264.mp4,99.98168229,FALSE,FALSE,0.986370902,TRUE,playroom,TRUE,1,0.3,FALSE,FALSE
Abuse026_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse026_x264.mp4,124.5554232,FALSE,FALSE,0.629783786,TRUE,fire_station,TRUE,4,2,FALSE,FALSE
Abuse033_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse033_x264.mp4,56.25078125,TRUE,TRUE,0.722037805,TRUE,hospital_room,TRUE,2,1.2,FALSE,FALSE
Abuse020_x264.mp4,Abuse,Anomaly,N/A,test,yes,./anomaly\Abuse\Abuse020_x264.mp4,72.09144922,TRUE,TRUE,0.360183057,FALSE,home_theater,FALSE,1,0.1,FALSE,FALSE
Abuse007_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse007_x264.mp4,60.96384505,TRUE,TRUE,0.497857471,FALSE,stage/indoor,FALSE,3,1.6,FALSE,FALSE
Abuse013_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse013_x264.mp4,97.89025911,FALSE,FALSE,0.656571186,TRUE,ice_skating_rink/indoor,TRUE,10,7.9,TRUE,TRUE
Abuse047_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse047_x264.mp4,49.70182813,TRUE,TRUE,0.609247637,TRUE,home_theater,TRUE,4,0.9,FALSE,FALSE
Abuse038_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse038_x264.mp4,68.37664453,TRUE,TRUE,0.325409867,FALSE,stage/indoor,FALSE,4,1.7,FALSE,FALSE
Abuse016_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse016_x264.mp4,115.7261901,FALSE,FALSE,0.658582532,TRUE,office_cubicles,TRUE,0,0,FALSE,FALSE
Abuse004_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse004_x264.mp4,68.42751823,TRUE,TRUE,0.852589605,TRUE,server_room,TRUE,2,0.6,FALSE,FALSE
Abuse009_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse009_x264.mp4,78.39844401,TRUE,TRUE,0.482402395,FALSE,subway_station/platform,FALSE,4,1.2,FALSE,FALSE
Abuse042_x264.mp4,Abuse,Anomaly,Client 1: SPF,train,no,./anomaly\Abuse\Abuse042_x264.mp4,109.2752305,FALSE,FALSE,0.821550197,TRUE,pet_shop,TRUE,0,0,FALSE,FALSE
Abuse048_x264.mp4,Abuse,Anomaly,Client 1: SPF,test,no,./anomaly\Abuse\Abuse048_x264.mp4,84.06520964,FALSE,FALSE,0.721556848,TRUE,movie_theater/indoor,TRUE,1,0.3,FALSE,FALSE
Abuse005_x264.mp4,Abuse,Anomaly,Client 1: SPF,test,no,./anomaly\Abuse\Abuse005_x264.mp4,91.69926302,FALSE,FALSE,0.604777945,TRUE,home_theater,TRUE,3,1.2,FALSE,FALSE
Abuse001_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse001_x264.mp4,67.52817969,TRUE,TRUE,0.702135226,TRUE,recreation_room,TRUE,2,0.7,FALSE,FALSE
Abuse010_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse010_x264.mp4,149.8278568,FALSE,FALSE,0.084934049,FALSE,parking_lot,FALSE,1,0.1,FALSE,FALSE
Abuse028_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse028_x264.mp4,78.69915495,TRUE,TRUE,0.246348638,FALSE,amphitheater,FALSE,1,0.3,FALSE,FALSE
Abuse025_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse025_x264.mp4,72.73721875,TRUE,TRUE,0.933883476,TRUE,playroom,TRUE,1,0.8,FALSE,FALSE
Abuse006_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse006_x264.mp4,94.96776302,FALSE,FALSE,0.386361981,FALSE,science_museum,FALSE,0,0,FALSE,FALSE
Abuse032_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse032_x264.mp4,52.39086979,TRUE,TRUE,0.69497354,TRUE,movie_theater/indoor,TRUE,1,0.2,FALSE,FALSE
Abuse035_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse035_x264.mp4,88.82926432,FALSE,FALSE,0.714132479,TRUE,playroom,TRUE,3,1.1,FALSE,FALSE
Abuse045_x264.mp4,Abuse,Anomaly,Client 2: ICA,train,no,./anomaly\Abuse\Abuse045_x264.mp4,70.47902995,TRUE,TRUE,0.745928827,TRUE,hotel_room,TRUE,1,0.2,FALSE,FALSE
Abuse034_x264.mp4,Abuse,Anomaly,Client 2: ICA,test,no,./anomaly\Abuse\Abuse034_x264.mp4,101.9920404,FALSE,FALSE,0.239549956,FALSE,highway,FALSE,2,0.4,FALSE,FALSE
Abuse017_x264.mp4,Abuse,Anomaly,Client 2: ICA,test,no,./anomaly\Abuse\Abuse017_x264.mp4,95.54707943,FALSE,FALSE,0.730492657,TRUE,physics_laboratory,TRUE,1,0.3,FALSE,FALSE
Abuse003_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse003_x264.mp4,96.37672005,FALSE,FALSE,0.423705066,FALSE,home_theater,FALSE,1,0.2,FALSE,FALSE
Abuse030_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse030_x264.mp4,137.6751745,FALSE,FALSE,0.207327751,FALSE,parking_lot,FALSE,0,0,FALSE,FALSE
Abuse036_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse036_x264.mp4,55.56132031,TRUE,TRUE,0.46843288,FALSE,stage/indoor,FALSE,2,1,FALSE,FALSE
Abuse037_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse037_x264.mp4,91.68096094,FALSE,FALSE,0.329174561,FALSE,driveway,FALSE,0,0,FALSE,FALSE
Abuse041_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse041_x264.mp4,72.0005013,TRUE,TRUE,0.749861016,TRUE,kindergarden_classroom,TRUE,2,0.5,FALSE,FALSE
Abuse022_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse022_x264.mp4,110.5136966,FALSE,FALSE,0.751418794,TRUE,airport_terminal,TRUE,7,3.5,FALSE,FALSE
Abuse002_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse002_x264.mp4,97.29040885,FALSE,FALSE,0.03336527,FALSE,parking_lot,FALSE,5,2.2,FALSE,FALSE
Abuse044_x264.mp4,Abuse,Anomaly,Client 3: LTA,train,no,./anomaly\Abuse\Abuse044_x264.mp4,96.79170182,FALSE,FALSE,0.881823109,TRUE,art_gallery,TRUE,2,1,FALSE,FALSE
Abuse024_x264.mp4,Abuse,Anomaly,Client 3: LTA,test,no,./anomaly\Abuse\Abuse024_x264.mp4,89.61777995,FALSE,FALSE,0.842217765,TRUE,hardware_store,TRUE,1,0.3,FALSE,FALSE
Abuse012_x264.mp4,Abuse,Anomaly,Client 3: LTA,test,no,./anomaly\Abuse\Abuse012_x264.mp4,96.07249349,FALSE,FALSE,0.551051193,TRUE,arena/performance,TRUE,1,0.7,FALSE,FALSE
Abuse008_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse008_x264.mp4,101.0467201,FALSE,FALSE,0.877786875,TRUE,bathroom,TRUE,2,0.7,FALSE,FALSE
Abuse011_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse011_x264.mp4,81.88842187,FALSE,FALSE,0.751806174,TRUE,elevator_shaft,TRUE,1,0.1,FALSE,FALSE
Abuse015_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse015_x264.mp4,128.9091836,FALSE,FALSE,0.544396556,TRUE,beauty_salon,TRUE,2,0.3,FALSE,FALSE
Abuse019_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse019_x264.mp4,68.80612891,TRUE,TRUE,0.751310569,TRUE,home_theater,TRUE,2,0.6,FALSE,FALSE
Abuse039_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse039_x264.mp4,71.12001563,TRUE,TRUE,0.84031189,TRUE,computer_room,TRUE,3,1.3,FALSE,FALSE
Abuse021_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse021_x264.mp4,44.68338932,TRUE,TRUE,0.158468616,FALSE,home_theater,FALSE,1,0.1,FALSE,FALSE
Abuse050_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse050_x264.mp4,52.53985807,TRUE,TRUE,0.794241966,TRUE,bus_interior,TRUE,3,1.6,FALSE,FALSE
Abuse043_x264.mp4,Abuse,Anomaly,Client 4: NParks,train,no,./anomaly\Abuse\Abuse043_x264.mp4,94.13674349,FALSE,FALSE,0.428519294,FALSE,home_theater,FALSE,2,0.6,FALSE,FALSE
Abuse029_x264.mp4,Abuse,Anomaly,Client 4: NParks,test,no,./anomaly\Abuse\Abuse029_x264.mp4,72.67755208,TRUE,TRUE,0.357682236,FALSE,parking_lot,FALSE,1,0.5,FALSE,FALSE
Abuse023_x264.mp4,Abuse,Anomaly,Client 4: NParks,test,no,./anomaly\Abuse\Abuse023_x264.mp4,111.9764349,FALSE,FALSE,0.406445716,FALSE,home_theater,FALSE,1,0.3,FALSE,FALSE
Arrest014_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest014_x264.mp4,50.75297526,TRUE,TRUE,0.557445377,TRUE,amusement_arcade,TRUE,3,1.4,FALSE,FALSE
Arrest040_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest040_x264.mp4,71.83667969,TRUE,TRUE,0.088235689,FALSE,residential_neighborhood,FALSE,1,0.1,FALSE,FALSE
Arrest031_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest031_x264.mp4,37.36645052,TRUE,TRUE,0.270941067,FALSE,home_theater,FALSE,4,2.4,FALSE,FALSE
Arrest047_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest047_x264.mp4,135.5802031,FALSE,FALSE,0.070098114,FALSE,parking_lot,FALSE,3,0.7,FALSE,FALSE
Arrest018_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest018_x264.mp4,68.02423698,TRUE,TRUE,0.169718398,FALSE,street,FALSE,3,0.7,FALSE,FALSE
Arrest050_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest050_x264.mp4,89.88430599,FALSE,FALSE,0.43855575,FALSE,street,FALSE,1,0.1,FALSE,FALSE
Arrest027_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest027_x264.mp4,73.42210807,TRUE,TRUE,0.17247595,FALSE,parking_lot,FALSE,0,0,FALSE,FALSE
Arrest026_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest026_x264.mp4,85.05341536,FALSE,FALSE,0.541807264,TRUE,home_theater,TRUE,4,2.1,FALSE,FALSE
Arrest033_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest033_x264.mp4,99.98802995,FALSE,FALSE,0.776710489,TRUE,parking_lot,TRUE,3,0.7,FALSE,FALSE
Arrest020_x264.mp4,Arrest,Anomaly,N/A,test,yes,./anomaly\Arrest\Arrest020_x264.mp4,75.83527995,TRUE,TRUE,0.437184548,FALSE,home_theater,FALSE,5,1.4,FALSE,FALSE
Arrest039_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest039_x264.mp4,104.4645469,FALSE,FALSE,0.716529872,TRUE,lobby,TRUE,4,1,FALSE,FALSE
Arrest042_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest042_x264.mp4,67.59892839,TRUE,TRUE,0.23280493,FALSE,stage/indoor,FALSE,5,1.7,FALSE,FALSE
Arrest003_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest003_x264.mp4,79.42248177,TRUE,TRUE,0.840383079,TRUE,elevator_shaft,TRUE,2,1.6,FALSE,FALSE
Arrest016_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest016_x264.mp4,78.55705208,TRUE,TRUE,0.235579797,FALSE,parking_lot,FALSE,4,2,FALSE,FALSE
Arrest035_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest035_x264.mp4,99.75386328,FALSE,FALSE,0.704271485,TRUE,jewelry_shop,TRUE,2,0.4,FALSE,FALSE
Arrest023_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest023_x264.mp4,113.7741094,FALSE,FALSE,0.62643979,TRUE,booth/indoor,TRUE,2,1,FALSE,FALSE
Arrest021_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest021_x264.mp4,106.6821797,FALSE,FALSE,0.587476172,TRUE,home_theater,TRUE,1,0.5,FALSE,FALSE
Arrest049_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest049_x264.mp4,118.1925182,FALSE,FALSE,0.504747594,TRUE,discotheque,TRUE,2,0.8,FALSE,FALSE
Arrest028_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest028_x264.mp4,69.78136849,TRUE,TRUE,0.632442449,TRUE,elevator_shaft,TRUE,3,0.5,FALSE,FALSE
Arrest022_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest022_x264.mp4,50.1036849,TRUE,TRUE,0.201296985,FALSE,runway,FALSE,5,2.1,FALSE,FALSE
Arrest013_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest013_x264.mp4,75.35098047,TRUE,TRUE,0.18502339,FALSE,lock_chamber,FALSE,0,0,FALSE,FALSE
Arrest051_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest051_x264.mp4,61.78479557,TRUE,TRUE,0.301397276,FALSE,crosswalk,FALSE,5,1.2,FALSE,FALSE
Arrest007_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest007_x264.mp4,58.86478255,TRUE,TRUE,0.886453992,TRUE,office_cubicles,TRUE,2,0.7,FALSE,FALSE
Arrest017_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest017_x264.mp4,68.42027865,TRUE,TRUE,0.023246418,FALSE,raceway,FALSE,0,0,FALSE,FALSE
Arrest005_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest005_x264.mp4,134.7058919,FALSE,FALSE,0.978438766,TRUE,supermarket,TRUE,1,0.6,FALSE,FALSE
Arrest041_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest041_x264.mp4,76.28434375,TRUE,TRUE,0.557857289,TRUE,stage/indoor,TRUE,1,0.3,FALSE,FALSE
Arrest012_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest012_x264.mp4,80.13654297,FALSE,FALSE,0.828648468,TRUE,television_studio,TRUE,5,2.5,FALSE,FALSE
Arrest038_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest038_x264.mp4,42.54375391,TRUE,TRUE,0.621336416,TRUE,home_theater,TRUE,5,3,FALSE,FALSE
Arrest011_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest011_x264.mp4,77.4674987,TRUE,TRUE,0.220177601,FALSE,home_theater,FALSE,5,2.2,FALSE,FALSE
Arrest043_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest043_x264.mp4,84.14036589,FALSE,FALSE,0.772651826,TRUE,hangar/indoor,TRUE,3,1.1,FALSE,FALSE
Arrest009_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest009_x264.mp4,65.71629427,TRUE,TRUE,0.381013584,FALSE,raceway,FALSE,2,0.3,FALSE,FALSE
Arrest008_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest008_x264.mp4,86.65236328,FALSE,FALSE,0.475600293,FALSE,parking_lot,FALSE,1,0.2,FALSE,FALSE
Arrest002_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest002_x264.mp4,51.63728646,TRUE,TRUE,0.318242073,FALSE,home_theater,FALSE,1,0.3,FALSE,FALSE
Arrest019_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest019_x264.mp4,77.52653125,TRUE,TRUE,0.172789305,FALSE,raceway,FALSE,6,2.3,FALSE,FALSE
Arrest010_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest010_x264.mp4,75.43815365,TRUE,TRUE,0.441848576,FALSE,construction_site,FALSE,1,0.3,FALSE,FALSE
Arrest037_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest037_x264.mp4,68.15415885,TRUE,TRUE,0.727644612,TRUE,science_museum,TRUE,7,2.1,FALSE,FALSE
Arrest034_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest034_x264.mp4,68.11727083,TRUE,TRUE,0.338556242,FALSE,fire_escape,FALSE,2,0.8,FALSE,FALSE
Arrest030_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest030_x264.mp4,110.8335365,FALSE,FALSE,0.888187212,TRUE,restaurant_kitchen,TRUE,1,0.5,FALSE,FALSE
Arrest048_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest048_x264.mp4,94.64294922,FALSE,FALSE,0.818949172,TRUE,hardware_store,TRUE,6,2.5,FALSE,FALSE
Arrest032_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest032_x264.mp4,59.59802995,TRUE,TRUE,0.490498425,FALSE,television_studio,FALSE,2,1,FALSE,FALSE
Arrest024_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest024_x264.mp4,53.20208594,TRUE,TRUE,0.373714513,FALSE,parking_lot,FALSE,2,0.5,FALSE,FALSE
Arrest029_x264.mp4,Arrest,Anomaly,Client 1: SPF,train,no,./anomaly\Arrest\Arrest029_x264.mp4,40.74997656,TRUE,TRUE,0.37070817,FALSE,home_theater,FALSE,2,0.5,FALSE,FALSE
Arrest006_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest006_x264.mp4,63.64043229,TRUE,TRUE,0.449745249,FALSE,parking_garage/indoor,FALSE,5,1.1,FALSE,FALSE
Arrest046_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest046_x264.mp4,144.3344753,FALSE,FALSE,0.852505813,TRUE,server_room,TRUE,4,2.1,FALSE,FALSE
Arrest001_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest001_x264.mp4,97.95379297,FALSE,FALSE,0.986780851,TRUE,office_cubicles,TRUE,2,1.2,FALSE,FALSE
Arrest044_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest044_x264.mp4,96.57651823,FALSE,FALSE,0.686570401,TRUE,booth/indoor,TRUE,3,0.7,FALSE,FALSE
Arrest004_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest004_x264.mp4,83.61872786,FALSE,FALSE,0.621516198,TRUE,parking_lot,TRUE,4,1.5,FALSE,FALSE
Arrest025_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest025_x264.mp4,59.49422786,TRUE,TRUE,0.483370617,FALSE,home_theater,FALSE,2,0.3,FALSE,FALSE
Arrest015_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest015_x264.mp4,84.8271849,FALSE,FALSE,0.350957285,FALSE,parking_lot,FALSE,1,0.3,FALSE,FALSE
Arrest036_x264.mp4,Arrest,Anomaly,Client 1: SPF,test,no,./anomaly\Arrest\Arrest036_x264.mp4,70.83867708,TRUE,TRUE,0.718260629,TRUE,home_theater,TRUE,4,1.5,FALSE,FALSE
Arson015_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson015_x264.mp4,99.48051302,FALSE,FALSE,0.673212754,TRUE,stage/indoor,TRUE,1,0.2,FALSE,FALSE
Arson042_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson042_x264.mp4,67.77217969,TRUE,TRUE,0.649349332,TRUE,server_room,TRUE,1,0.2,FALSE,FALSE
